student_id,last_login,registration_date,paid,student_country,student_level,student_coins
241,"2023-01-04 13:45:49","2020-12-14 09:42:46",1,BG,10,474
241,"2023-01-04 13:45:49","2020-12-14 09:42:46",1,BG,10,474
278,"2022-12-01 14:05:53","2020-12-14 10:12:39",0,AZ,5,97
389,"2022-04-26 07:09:26","2020-12-14 11:23:57",0,AZ,1,0
516,"2022-11-17 07:22:40","2020-12-15 15:05:31",0,IN,3,23
516,"2022-11-17 07:22:40","2020-12-15 15:05:31",0,IN,3,23
519,"2022-12-25 07:25:38","2020-12-15 15:13:47",1,HN,5,68
520,"2021-11-27 10:22:07","2020-12-15 15:13:58",0,RS,4,31
520,"2021-11-27 10:22:07","2020-12-15 15:13:58",0,RS,4,31
523,"2022-05-14 14:35:11","2020-12-15 15:24:30",0,IN,7,232
566,"2022-12-13 01:34:47","2020-12-15 17:58:49",1,US,1,0
566,"2022-12-13 01:34:47","2020-12-15 17:58:49",1,US,1,0
566,"2022-12-13 01:34:47","2020-12-15 17:58:49",1,US,1,0
566,"2022-12-13 01:34:47","2020-12-15 17:58:49",1,US,1,0
566,"2022-12-13 01:34:47","2020-12-15 17:58:49",1,US,1,0
566,"2022-12-13 01:34:47","2020-12-15 17:58:49",1,US,1,0
566,"2022-12-13 01:34:47","2020-12-15 17:58:49",1,US,1,0
566,"2022-12-13 01:34:47","2020-12-15 17:58:49",1,US,1,0
566,"2022-12-13 01:34:47","2020-12-15 17:58:49",1,US,1,0
566,"2022-12-13 01:34:47","2020-12-15 17:58:49",1,US,1,0
566,"2022-12-13 01:34:47","2020-12-15 17:58:49",1,US,1,0
566,"2022-12-13 01:34:47","2020-12-15 17:58:49",1,US,1,0
566,"2022-12-13 01:34:47","2020-12-15 17:58:49",1,US,1,0
566,"2022-12-13 01:34:47","2020-12-15 17:58:49",1,US,1,0
566,"2022-12-13 01:34:47","2020-12-15 17:58:49",1,US,1,0
566,"2022-12-13 01:34:47","2020-12-15 17:58:49",1,US,1,0
566,"2022-12-13 01:34:47","2020-12-15 17:58:49",1,US,1,0
566,"2022-12-13 01:34:47","2020-12-15 17:58:49",1,US,1,0
566,"2022-12-13 01:34:47","2020-12-15 17:58:49",1,US,1,0
566,"2022-12-13 01:34:47","2020-12-15 17:58:49",1,US,1,0
566,"2022-12-13 01:34:47","2020-12-15 17:58:49",1,US,1,0
566,"2022-12-13 01:34:47","2020-12-15 17:58:49",1,US,1,0
566,"2022-12-13 01:34:47","2020-12-15 17:58:49",1,US,1,0
566,"2022-12-13 01:34:47","2020-12-15 17:58:49",1,US,1,0
566,"2022-12-13 01:34:47","2020-12-15 17:58:49",1,US,1,0
566,"2022-12-13 01:34:47","2020-12-15 17:58:49",1,US,1,0
566,"2022-12-13 01:34:47","2020-12-15 17:58:49",1,US,1,0
566,"2022-12-13 01:34:47","2020-12-15 17:58:49",1,US,1,0
566,"2022-12-13 01:34:47","2020-12-15 17:58:49",1,US,1,0
566,"2022-12-13 01:34:47","2020-12-15 17:58:49",1,US,1,0
566,"2022-12-13 01:34:47","2020-12-15 17:58:49",1,US,1,0
566,"2022-12-13 01:34:47","2020-12-15 17:58:49",1,US,1,0
591,"2022-01-15 14:15:22","2020-12-15 20:32:27",1,RO,1,0
591,"2022-01-15 14:15:22","2020-12-15 20:32:27",1,RO,1,0
594,"2021-04-11 16:56:30","2020-12-15 21:58:21",0,,1,0
595,"2022-06-30 17:48:36","2020-12-15 22:00:45",0,DE,3,15
603,"2022-11-30 06:07:49","2020-12-16 03:34:44",0,ID,1,0
608,"2021-09-27 14:14:40","2020-12-16 04:19:44",0,MM,4,29
610,"2022-11-14 10:28:07","2020-12-16 05:52:33",0,IN,3,17
614,"2022-01-13 12:16:02","2020-12-16 06:42:19",1,BG,4,33
616,"2022-12-27 05:26:35","2020-12-16 09:20:14",1,MX,6,157
616,"2022-12-27 05:26:35","2020-12-16 09:20:14",1,MX,6,157
616,"2022-12-27 05:26:35","2020-12-16 09:20:14",1,MX,6,157
616,"2022-12-27 05:26:35","2020-12-16 09:20:14",1,MX,6,157
616,"2022-12-27 05:26:35","2020-12-16 09:20:14",1,MX,6,157
616,"2022-12-27 05:26:35","2020-12-16 09:20:14",1,MX,6,157
616,"2022-12-27 05:26:35","2020-12-16 09:20:14",1,MX,6,157
616,"2022-12-27 05:26:35","2020-12-16 09:20:14",1,MX,6,157
618,"2023-01-03 12:03:57","2020-12-16 09:40:33",1,IN,4,24
618,"2023-01-03 12:03:57","2020-12-16 09:40:33",1,IN,4,24
618,"2023-01-03 12:03:57","2020-12-16 09:40:33",1,IN,4,24
618,"2023-01-03 12:03:57","2020-12-16 09:40:33",1,IN,4,24
618,"2023-01-03 12:03:57","2020-12-16 09:40:33",1,IN,4,24
618,"2023-01-03 12:03:57","2020-12-16 09:40:33",1,IN,4,24
618,"2023-01-03 12:03:57","2020-12-16 09:40:33",1,IN,4,24
618,"2023-01-03 12:03:57","2020-12-16 09:40:33",1,IN,4,24
618,"2023-01-03 12:03:57","2020-12-16 09:40:33",1,IN,4,24
618,"2023-01-03 12:03:57","2020-12-16 09:40:33",1,IN,4,24
618,"2023-01-03 12:03:57","2020-12-16 09:40:33",1,IN,4,24
618,"2023-01-03 12:03:57","2020-12-16 09:40:33",1,IN,4,24
618,"2023-01-03 12:03:57","2020-12-16 09:40:33",1,IN,4,24
618,"2023-01-03 12:03:57","2020-12-16 09:40:33",1,IN,4,24
618,"2023-01-03 12:03:57","2020-12-16 09:40:33",1,IN,4,24
618,"2023-01-03 12:03:57","2020-12-16 09:40:33",1,IN,4,24
618,"2023-01-03 12:03:57","2020-12-16 09:40:33",1,IN,4,24
618,"2023-01-03 12:03:57","2020-12-16 09:40:33",1,IN,4,24
618,"2023-01-03 12:03:57","2020-12-16 09:40:33",1,IN,4,24
618,"2023-01-03 12:03:57","2020-12-16 09:40:33",1,IN,4,24
618,"2023-01-03 12:03:57","2020-12-16 09:40:33",1,IN,4,24
626,"2022-11-01 12:43:28","2020-12-16 14:02:06",0,DE,1,3
626,"2022-11-01 12:43:28","2020-12-16 14:02:06",0,DE,1,3
627,"2021-10-22 16:14:53","2020-12-16 14:25:03",1,,1,0
627,"2021-10-22 16:14:53","2020-12-16 14:25:03",1,,1,0
659,"2022-12-21 17:02:22","2020-12-17 17:56:41",0,NG,7,584
666,"2022-10-25 12:12:50","2020-12-18 06:52:03",0,UZ,5,64
674,"2020-12-18 10:33:11","2020-12-18 10:32:09",1,,1,0
674,"2020-12-18 10:33:11","2020-12-18 10:32:09",1,,1,0
674,"2020-12-18 10:33:11","2020-12-18 10:32:09",1,,1,0
674,"2020-12-18 10:33:11","2020-12-18 10:32:09",1,,1,0
691,"2022-01-11 11:48:51","2020-12-19 12:40:04",0,FR,4,33
698,"2022-02-19 15:22:51","2020-12-20 18:15:27",0,RU,4,28
699,"2022-12-08 07:30:19","2020-12-20 19:48:04",1,AZ,5,59
699,"2022-12-08 07:30:19","2020-12-20 19:48:04",1,AZ,5,59
702,"2022-05-21 17:56:23","2020-12-20 21:37:15",1,US,4,47
702,"2022-05-21 17:56:23","2020-12-20 21:37:15",1,US,4,47
706,"2022-06-06 11:19:56","2020-12-21 12:19:02",1,BG,2,7
706,"2022-06-06 11:19:56","2020-12-21 12:19:02",1,BG,2,7
706,"2022-06-06 11:19:56","2020-12-21 12:19:02",1,BG,2,7
706,"2022-06-06 11:19:56","2020-12-21 12:19:02",1,BG,2,7
706,"2022-06-06 11:19:56","2020-12-21 12:19:02",1,BG,2,7
706,"2022-06-06 11:19:56","2020-12-21 12:19:02",1,BG,2,7
706,"2022-06-06 11:19:56","2020-12-21 12:19:02",1,BG,2,7
706,"2022-06-06 11:19:56","2020-12-21 12:19:02",1,BG,2,7
706,"2022-06-06 11:19:56","2020-12-21 12:19:02",1,BG,2,7
706,"2022-06-06 11:19:56","2020-12-21 12:19:02",1,BG,2,7
706,"2022-06-06 11:19:56","2020-12-21 12:19:02",1,BG,2,7
706,"2022-06-06 11:19:56","2020-12-21 12:19:02",1,BG,2,7
706,"2022-06-06 11:19:56","2020-12-21 12:19:02",1,BG,2,7
706,"2022-06-06 11:19:56","2020-12-21 12:19:02",1,BG,2,7
706,"2022-06-06 11:19:56","2020-12-21 12:19:02",1,BG,2,7
706,"2022-06-06 11:19:56","2020-12-21 12:19:02",1,BG,2,7
706,"2022-06-06 11:19:56","2020-12-21 12:19:02",1,BG,2,7
709,"2022-04-07 22:16:08","2020-12-21 16:28:43",1,DE,1,0
709,"2022-04-07 22:16:08","2020-12-21 16:28:43",1,DE,1,0
709,"2022-04-07 22:16:08","2020-12-21 16:28:43",1,DE,1,0
709,"2022-04-07 22:16:08","2020-12-21 16:28:43",1,DE,1,0
709,"2022-04-07 22:16:08","2020-12-21 16:28:43",1,DE,1,0
709,"2022-04-07 22:16:08","2020-12-21 16:28:43",1,DE,1,0
767,"2021-09-29 20:39:01","2020-08-17 12:06:29",0,GB,1,3
767,"2021-09-29 20:39:01","2020-08-17 12:06:29",0,GB,1,3
767,"2021-09-29 20:39:01","2020-08-17 12:06:29",0,GB,1,3
767,"2021-09-29 20:39:01","2020-08-17 12:06:29",0,GB,1,3
767,"2021-09-29 20:39:01","2020-08-17 12:06:29",0,GB,1,3
768,"2022-08-11 07:55:28","2020-07-10 06:19:16",1,US,2,17
768,"2022-08-11 07:55:28","2020-07-10 06:19:16",1,US,2,17
768,"2022-08-11 07:55:28","2020-07-10 06:19:16",1,US,2,17
768,"2022-08-11 07:55:28","2020-07-10 06:19:16",1,US,2,17
768,"2022-08-11 07:55:28","2020-07-10 06:19:16",1,US,2,17
768,"2022-08-11 07:55:28","2020-07-10 06:19:16",1,US,2,17
772,"2022-12-30 04:37:20","2021-01-11 16:12:02",0,IN,7,265
773,"2022-08-29 14:20:52","2020-12-25 03:48:58",0,AU,1,0
778,"2022-09-26 11:05:29","2020-03-17 09:34:54",1,DE,4,38
778,"2022-09-26 11:05:29","2020-03-17 09:34:54",1,DE,4,38
778,"2022-09-26 11:05:29","2020-03-17 09:34:54",1,DE,4,38
780,"2022-05-26 15:04:00","2020-04-02 20:43:12",0,US,3,17
782,"2021-08-24 13:10:32","2020-04-21 18:02:24",1,KW,6,119
782,"2021-08-24 13:10:32","2020-04-21 18:02:24",1,KW,6,119
782,"2021-08-24 13:10:32","2020-04-21 18:02:24",1,KW,6,119
784,"2021-08-13 08:35:11","2020-09-05 09:10:49",0,IT,6,131
792,"2021-04-23 11:43:00","2021-01-16 08:00:11",0,GB,6,151
792,"2021-04-23 11:43:00","2021-01-16 08:00:11",0,GB,6,151
792,"2021-04-23 11:43:00","2021-01-16 08:00:11",0,GB,6,151
792,"2021-04-23 11:43:00","2021-01-16 08:00:11",0,GB,6,151
800,"2021-11-07 01:22:03","2020-04-23 14:44:17",0,SG,7,263
801,"2022-11-18 15:39:24","2021-01-19 17:42:37",0,ES,7,543
803,"2021-02-04 06:30:33","2020-08-05 03:16:35",0,MY,4,32
804,"2022-02-23 00:53:08","2021-01-21 15:33:12",0,CA,4,33
804,"2022-02-23 00:53:08","2021-01-21 15:33:12",0,CA,4,33
804,"2022-02-23 00:53:08","2021-01-21 15:33:12",0,CA,4,33
804,"2022-02-23 00:53:08","2021-01-21 15:33:12",0,CA,4,33
804,"2022-02-23 00:53:08","2021-01-21 15:33:12",0,CA,4,33
804,"2022-02-23 00:53:08","2021-01-21 15:33:12",0,CA,4,33
804,"2022-02-23 00:53:08","2021-01-21 15:33:12",0,CA,4,33
804,"2022-02-23 00:53:08","2021-01-21 15:33:12",0,CA,4,33
804,"2022-02-23 00:53:08","2021-01-21 15:33:12",0,CA,4,33
804,"2022-02-23 00:53:08","2021-01-21 15:33:12",0,CA,4,33
804,"2022-02-23 00:53:08","2021-01-21 15:33:12",0,CA,4,33
804,"2022-02-23 00:53:08","2021-01-21 15:33:12",0,CA,4,33
804,"2022-02-23 00:53:08","2021-01-21 15:33:12",0,CA,4,33
804,"2022-02-23 00:53:08","2021-01-21 15:33:12",0,CA,4,33
804,"2022-02-23 00:53:08","2021-01-21 15:33:12",0,CA,4,33
804,"2022-02-23 00:53:08","2021-01-21 15:33:12",0,CA,4,33
804,"2022-02-23 00:53:08","2021-01-21 15:33:12",0,CA,4,33
804,"2022-02-23 00:53:08","2021-01-21 15:33:12",0,CA,4,33
804,"2022-02-23 00:53:08","2021-01-21 15:33:12",0,CA,4,33
804,"2022-02-23 00:53:08","2021-01-21 15:33:12",0,CA,4,33
804,"2022-02-23 00:53:08","2021-01-21 15:33:12",0,CA,4,33
804,"2022-02-23 00:53:08","2021-01-21 15:33:12",0,CA,4,33
804,"2022-02-23 00:53:08","2021-01-21 15:33:12",0,CA,4,33
804,"2022-02-23 00:53:08","2021-01-21 15:33:12",0,CA,4,33
805,"2021-08-20 10:19:38","2020-08-15 12:09:23",0,MY,5,66
810,"2021-09-13 03:56:34","2021-01-28 04:12:33",0,US,4,29
810,"2021-09-13 03:56:34","2021-01-28 04:12:33",0,US,4,29
810,"2021-09-13 03:56:34","2021-01-28 04:12:33",0,US,4,29
810,"2021-09-13 03:56:34","2021-01-28 04:12:33",0,US,4,29
811,"2022-07-31 15:44:08","2020-08-31 02:14:49",0,AR,3,21
811,"2022-07-31 15:44:08","2020-08-31 02:14:49",0,AR,3,21
811,"2022-07-31 15:44:08","2020-08-31 02:14:49",0,AR,3,21
811,"2022-07-31 15:44:08","2020-08-31 02:14:49",0,AR,3,21
811,"2022-07-31 15:44:08","2020-08-31 02:14:49",0,AR,3,21
813,"2022-09-21 00:34:06","2019-10-03 16:09:24",1,US,2,8
813,"2022-09-21 00:34:06","2019-10-03 16:09:24",1,US,2,8
813,"2022-09-21 00:34:06","2019-10-03 16:09:24",1,US,2,8
814,NULL,"2019-11-02 07:03:21",0,SG,2,5
816,"2022-02-28 01:32:52","2020-04-04 04:46:09",0,PE,4,41
817,NULL,"2020-04-15 23:17:26",0,CA,3,20
820,"2022-06-20 17:42:18","2019-10-03 16:10:00",0,US,4,29
820,"2022-06-20 17:42:18","2019-10-03 16:10:00",0,US,4,29
821,"2021-08-24 18:01:39","2020-08-30 13:14:03",0,EG,3,17
823,NULL,"2020-04-06 03:00:00",0,IN,2,5
823,NULL,"2020-04-06 03:00:00",0,IN,2,5
824,"2021-02-26 02:37:30","2020-04-06 06:47:32",0,US,3,10
829,"2022-04-15 03:37:19","2020-04-02 15:01:12",0,US,3,17
829,"2022-04-15 03:37:19","2020-04-02 15:01:12",0,US,3,17
830,"2022-11-01 21:01:00","2020-11-03 06:02:19",1,US,4,49
830,"2022-11-01 21:01:00","2020-11-03 06:02:19",1,US,4,49
830,"2022-11-01 21:01:00","2020-11-03 06:02:19",1,US,4,49
830,"2022-11-01 21:01:00","2020-11-03 06:02:19",1,US,4,49
830,"2022-11-01 21:01:00","2020-11-03 06:02:19",1,US,4,49
830,"2022-11-01 21:01:00","2020-11-03 06:02:19",1,US,4,49
830,"2022-11-01 21:01:00","2020-11-03 06:02:19",1,US,4,49
832,"2021-07-13 00:39:22","2021-01-15 04:07:41",0,US,5,68
835,"2021-02-11 01:10:08","2020-09-20 19:39:44",0,US,1,0
835,"2021-02-11 01:10:08","2020-09-20 19:39:44",0,US,1,0
837,"2021-06-05 20:02:35","2020-04-03 19:02:42",0,US,3,15
838,"2023-01-04 15:36:09","2020-04-16 21:11:30",1,AR,6,108
838,"2023-01-04 15:36:09","2020-04-16 21:11:30",1,AR,6,108
838,"2023-01-04 15:36:09","2020-04-16 21:11:30",1,AR,6,108
840,"2022-06-13 20:32:10","2021-01-04 21:40:44",0,NL,5,78
840,"2022-06-13 20:32:10","2021-01-04 21:40:44",0,NL,5,78
840,"2022-06-13 20:32:10","2021-01-04 21:40:44",0,NL,5,78
840,"2022-06-13 20:32:10","2021-01-04 21:40:44",0,NL,5,78
841,"2022-12-28 19:12:45","2020-03-27 19:53:25",1,MX,6,258
841,"2022-12-28 19:12:45","2020-03-27 19:53:25",1,MX,6,258
841,"2022-12-28 19:12:45","2020-03-27 19:53:25",1,MX,6,258
842,"2022-01-19 21:12:03","2021-01-16 22:47:31",0,PL,4,33
844,"2022-07-05 14:58:24","2020-10-05 19:52:27",0,US,1,0
844,"2022-07-05 14:58:24","2020-10-05 19:52:27",0,US,1,0
844,"2022-07-05 14:58:24","2020-10-05 19:52:27",0,US,1,0
844,"2022-07-05 14:58:24","2020-10-05 19:52:27",0,US,1,0
844,"2022-07-05 14:58:24","2020-10-05 19:52:27",0,US,1,0
844,"2022-07-05 14:58:24","2020-10-05 19:52:27",0,US,1,0
844,"2022-07-05 14:58:24","2020-10-05 19:52:27",0,US,1,0
844,"2022-07-05 14:58:24","2020-10-05 19:52:27",0,US,1,0
844,"2022-07-05 14:58:24","2020-10-05 19:52:27",0,US,1,0
844,"2022-07-05 14:58:24","2020-10-05 19:52:27",0,US,1,0
844,"2022-07-05 14:58:24","2020-10-05 19:52:27",0,US,1,0
844,"2022-07-05 14:58:24","2020-10-05 19:52:27",0,US,1,0
844,"2022-07-05 14:58:24","2020-10-05 19:52:27",0,US,1,0
844,"2022-07-05 14:58:24","2020-10-05 19:52:27",0,US,1,0
844,"2022-07-05 14:58:24","2020-10-05 19:52:27",0,US,1,0
844,"2022-07-05 14:58:24","2020-10-05 19:52:27",0,US,1,0
844,"2022-07-05 14:58:24","2020-10-05 19:52:27",0,US,1,0
844,"2022-07-05 14:58:24","2020-10-05 19:52:27",0,US,1,0
844,"2022-07-05 14:58:24","2020-10-05 19:52:27",0,US,1,0
844,"2022-07-05 14:58:24","2020-10-05 19:52:27",0,US,1,0
844,"2022-07-05 14:58:24","2020-10-05 19:52:27",0,US,1,0
844,"2022-07-05 14:58:24","2020-10-05 19:52:27",0,US,1,0
849,"2022-08-23 12:41:09","2020-09-29 19:49:07",1,US,3,19
849,"2022-08-23 12:41:09","2020-09-29 19:49:07",1,US,3,19
849,"2022-08-23 12:41:09","2020-09-29 19:49:07",1,US,3,19
849,"2022-08-23 12:41:09","2020-09-29 19:49:07",1,US,3,19
849,"2022-08-23 12:41:09","2020-09-29 19:49:07",1,US,3,19
849,"2022-08-23 12:41:09","2020-09-29 19:49:07",1,US,3,19
849,"2022-08-23 12:41:09","2020-09-29 19:49:07",1,US,3,19
849,"2022-08-23 12:41:09","2020-09-29 19:49:07",1,US,3,19
849,"2022-08-23 12:41:09","2020-09-29 19:49:07",1,US,3,19
851,"2022-11-13 05:32:24","2020-11-18 04:06:58",0,NG,5,61
852,"2022-05-08 18:52:53","2020-04-04 11:02:21",0,CA,2,10
854,"2021-11-08 00:36:36","2020-10-19 23:03:17",0,PA,4,33
855,"2021-03-21 17:01:40","2020-04-08 19:00:23",0,US,3,19
860,"2021-09-02 13:57:56","2020-09-20 01:23:58",0,US,2,5
862,"2022-12-13 07:04:58","2020-06-25 07:44:32",1,GH,5,76
863,"2023-01-03 07:43:41","2020-08-12 16:30:01",1,BH,4,39
863,"2023-01-03 07:43:41","2020-08-12 16:30:01",1,BH,4,39
863,"2023-01-03 07:43:41","2020-08-12 16:30:01",1,BH,4,39
863,"2023-01-03 07:43:41","2020-08-12 16:30:01",1,BH,4,39
863,"2023-01-03 07:43:41","2020-08-12 16:30:01",1,BH,4,39
863,"2023-01-03 07:43:41","2020-08-12 16:30:01",1,BH,4,39
863,"2023-01-03 07:43:41","2020-08-12 16:30:01",1,BH,4,39
863,"2023-01-03 07:43:41","2020-08-12 16:30:01",1,BH,4,39
863,"2023-01-03 07:43:41","2020-08-12 16:30:01",1,BH,4,39
863,"2023-01-03 07:43:41","2020-08-12 16:30:01",1,BH,4,39
863,"2023-01-03 07:43:41","2020-08-12 16:30:01",1,BH,4,39
863,"2023-01-03 07:43:41","2020-08-12 16:30:01",1,BH,4,39
863,"2023-01-03 07:43:41","2020-08-12 16:30:01",1,BH,4,39
863,"2023-01-03 07:43:41","2020-08-12 16:30:01",1,BH,4,39
863,"2023-01-03 07:43:41","2020-08-12 16:30:01",1,BH,4,39
863,"2023-01-03 07:43:41","2020-08-12 16:30:01",1,BH,4,39
863,"2023-01-03 07:43:41","2020-08-12 16:30:01",1,BH,4,39
863,"2023-01-03 07:43:41","2020-08-12 16:30:01",1,BH,4,39
863,"2023-01-03 07:43:41","2020-08-12 16:30:01",1,BH,4,39
863,"2023-01-03 07:43:41","2020-08-12 16:30:01",1,BH,4,39
863,"2023-01-03 07:43:41","2020-08-12 16:30:01",1,BH,4,39
863,"2023-01-03 07:43:41","2020-08-12 16:30:01",1,BH,4,39
863,"2023-01-03 07:43:41","2020-08-12 16:30:01",1,BH,4,39
863,"2023-01-03 07:43:41","2020-08-12 16:30:01",1,BH,4,39
863,"2023-01-03 07:43:41","2020-08-12 16:30:01",1,BH,4,39
863,"2023-01-03 07:43:41","2020-08-12 16:30:01",1,BH,4,39
863,"2023-01-03 07:43:41","2020-08-12 16:30:01",1,BH,4,39
863,"2023-01-03 07:43:41","2020-08-12 16:30:01",1,BH,4,39
863,"2023-01-03 07:43:41","2020-08-12 16:30:01",1,BH,4,39
865,"2022-07-26 17:09:01","2021-01-21 14:30:42",1,DE,6,131
865,"2022-07-26 17:09:01","2021-01-21 14:30:42",1,DE,6,131
866,NULL,"2020-10-11 04:06:35",0,US,1,0
868,"2021-05-10 10:41:04","2020-04-16 14:20:02",0,NULL,3,14
869,"2022-03-20 10:00:45","2021-01-27 18:44:56",1,BE,4,33
869,"2022-03-20 10:00:45","2021-01-27 18:44:56",1,BE,4,33
870,"2023-01-02 23:15:00","2020-10-06 08:53:42",0,IT,7,231
871,"2021-10-17 13:00:10","2020-11-06 18:12:26",0,BE,5,70
