purchase_id,student_id,subscription_id,purchase_date,received_date,price,payment_provider,refund_id,refunded_date,subscription_type
76,22300,0,"2020-02-23 00:00:00","2021-01-28 23:41:53",39.56,1,NULL,NULL,0
77,1521,0,"2020-02-23 00:00:00","2021-01-28 23:41:53",184.44,1,NULL,NULL,2
78,12092,0,"2020-02-24 00:00:00","2021-01-28 23:41:53",31.18,1,NULL,NULL,0
79,134798,0,"2020-02-24 00:00:00","2021-01-28 23:41:53",21.26,1,NULL,NULL,0
80,134799,0,"2020-02-24 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
81,1480,0,"2020-02-25 00:00:00","2021-01-28 23:41:53",184.44,1,NULL,NULL,2
82,109870,0,"2020-02-25 00:00:00","2021-01-28 23:41:53",28.8,1,NULL,NULL,0
83,7100,0,"2020-02-25 00:00:00","2021-01-28 23:41:53",28.8,1,NULL,NULL,0
84,10194,0,"2020-02-25 00:00:00","2021-01-28 23:41:53",328.11,1,NULL,NULL,2
85,14543,0,"2020-02-25 00:00:00","2021-01-28 23:41:53",43.92,1,NULL,NULL,0
86,19018,0,"2020-02-26 00:00:00","2021-01-28 23:41:53",35.5,1,NULL,NULL,0
87,134801,0,"2020-02-26 00:00:00","2021-01-28 23:41:53",42.43,1,NULL,NULL,0
88,19784,0,"2020-02-27 00:00:00","2021-01-28 23:41:53",414.65,1,NULL,NULL,2
89,32237,0,"2020-02-27 00:00:00","2021-01-28 23:41:53",224.77,1,NULL,NULL,2
90,65759,0,"2020-02-27 00:00:00","2021-01-28 23:41:53",202.71,1,NULL,NULL,2
91,134803,0,"2020-02-27 00:00:00","2021-01-28 23:41:53",28.8,1,NULL,NULL,0
92,10131,0,"2020-02-27 00:00:00","2021-01-28 23:41:53",28.8,1,NULL,NULL,0
93,34293,0,"2020-02-28 00:00:00","2021-01-28 23:41:53",33.94,1,NULL,NULL,0
94,134806,0,"2020-02-28 00:00:00","2021-01-28 23:41:53",45.44,1,NULL,NULL,0
95,7548,0,"2020-02-28 00:00:00","2021-01-28 23:41:53",278.4,1,NULL,NULL,2
96,19979,0,"2020-02-28 00:00:00","2021-01-28 23:41:53",34.66,1,NULL,NULL,0
97,24246,0,"2020-02-29 00:00:00","2021-01-28 23:41:53",19.48,1,NULL,NULL,0
98,24897,0,"2020-02-29 00:00:00","2021-01-28 23:41:53",38.25,1,NULL,NULL,0
99,72381,0,"2020-02-29 00:00:00","2021-01-28 23:41:53",31.18,1,NULL,NULL,0
100,26416,0,"2020-02-29 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
101,2765,0,"2020-02-29 00:00:00","2021-01-28 23:41:53",31.18,1,NULL,NULL,0
102,31627,0,"2020-02-29 00:00:00","2021-01-28 23:41:53",28.8,1,NULL,NULL,0
103,4117,0,"2020-02-29 00:00:00","2021-01-28 23:41:53",36.65,1,NULL,NULL,0
104,134808,0,"2020-02-29 00:00:00","2021-01-28 23:41:53",30.6,1,NULL,NULL,0
105,134809,0,"2020-02-29 00:00:00","2021-01-28 23:41:53",230.47,1,NULL,NULL,2
106,96894,0,"2020-02-29 00:00:00","2021-01-28 23:41:53",31.25,1,NULL,NULL,0
107,134810,0,"2020-03-01 00:00:00","2021-01-28 23:41:53",43.55,1,NULL,NULL,0
108,6589,0,"2020-03-01 00:00:00","2021-01-28 23:41:53",199.66,1,NULL,NULL,2
109,71249,0,"2020-03-01 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
110,18222,0,"2020-03-02 00:00:00","2021-01-28 23:41:53",35.77,1,NULL,NULL,0
111,23694,0,"2020-03-02 00:00:00","2021-01-28 23:41:53",28.8,1,NULL,NULL,0
112,134813,0,"2020-03-02 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
113,22118,0,"2020-03-02 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
114,22735,0,"2020-03-02 00:00:00","2021-01-28 23:41:53",45.16,1,NULL,NULL,0
115,134814,0,"2020-03-02 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
116,73179,0,"2020-03-02 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
117,18378,0,"2020-03-02 00:00:00","2021-01-28 23:41:53",223.48,1,NULL,NULL,2
118,3969,0,"2020-03-02 00:00:00","2021-01-28 23:41:53",249.9,1,NULL,NULL,3
119,134815,0,"2020-03-02 00:00:00","2021-01-28 23:41:53",30.53,1,NULL,NULL,0
120,15328,0,"2020-03-02 00:00:00","2021-01-28 23:41:53",184.44,1,NULL,NULL,2
121,134816,0,"2020-03-02 00:00:00","2021-01-28 23:41:53",184.44,1,NULL,NULL,2
122,135384,0,"2020-03-03 00:00:00","2021-01-28 23:41:53",35.69,1,NULL,NULL,0
123,125191,0,"2020-03-03 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
124,20134,0,"2020-03-03 00:00:00","2021-01-28 23:41:53",43.66,1,NULL,NULL,0
125,134817,0,"2020-03-03 00:00:00","2021-01-28 23:41:53",28.8,1,NULL,NULL,0
126,134818,0,"2020-03-04 00:00:00","2021-01-28 23:41:53",278.4,1,NULL,NULL,2
127,6401,0,"2020-03-04 00:00:00","2021-01-28 23:41:53",31.18,1,NULL,NULL,0
128,19391,0,"2020-03-05 00:00:00","2021-01-28 23:41:53",33.95,1,NULL,NULL,0
129,12387,0,"2020-03-05 00:00:00","2021-01-28 23:41:53",32.83,1,NULL,NULL,0
130,2645,0,"2020-03-05 00:00:00","2021-01-28 23:41:53",278.29,1,NULL,NULL,2
131,134825,0,"2020-03-05 00:00:00","2021-01-28 23:41:53",35.28,1,NULL,NULL,0
132,128622,0,"2020-03-06 00:00:00","2021-01-28 23:41:53",28.8,1,NULL,NULL,0
133,1924,0,"2020-03-06 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
134,13497,0,"2020-03-06 00:00:00","2021-01-28 23:41:53",36.23,1,NULL,NULL,0
135,122752,0,"2020-03-06 00:00:00","2021-01-28 23:41:53",200.12,1,NULL,NULL,2
136,5913,0,"2020-03-06 00:00:00","2021-01-28 23:41:53",21.21,1,NULL,NULL,0
137,21449,0,"2020-03-07 00:00:00","2021-01-28 23:41:53",43.61,1,NULL,NULL,0
138,135382,0,"2020-03-07 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
139,135383,0,"2020-03-07 00:00:00","2021-01-28 23:41:53",30.53,1,NULL,NULL,0
140,9508,0,"2020-03-07 00:00:00","2021-01-28 23:41:53",184.07,1,NULL,NULL,2
141,14806,0,"2020-03-07 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
142,26371,0,"2020-03-08 00:00:00","2021-01-28 23:41:53",35.12,1,NULL,NULL,0
143,35511,0,"2020-03-08 00:00:00","2021-01-28 23:41:53",28.8,1,NULL,NULL,0
144,51952,0,"2020-03-08 00:00:00","2021-01-28 23:41:53",28.8,1,NULL,NULL,0
145,2609,0,"2020-03-09 00:00:00","2021-01-28 23:41:53",28.8,1,NULL,NULL,0
146,1661,0,"2020-03-09 00:00:00","2021-01-28 23:41:53",184.09,1,NULL,NULL,2
147,3221,0,"2020-03-09 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
148,28900,0,"2020-03-10 00:00:00","2021-01-28 23:41:53",36.62,1,NULL,NULL,0
149,134833,0,"2020-03-10 00:00:00","2021-01-28 23:41:53",28.8,1,NULL,NULL,0
150,134834,0,"2020-03-10 00:00:00","2021-01-28 23:41:53",31.18,1,NULL,NULL,0
151,11794,0,"2020-03-10 00:00:00","2021-01-28 23:41:53",28.8,1,NULL,NULL,0
152,125187,0,"2020-03-10 00:00:00","2021-01-28 23:41:53",18,1,NULL,NULL,0
153,9598,0,"2020-03-11 00:00:00","2021-01-28 23:41:53",28.8,1,NULL,NULL,0
154,23221,0,"2020-03-11 00:00:00","2021-01-28 23:41:53",44.91,1,NULL,NULL,0
155,30122,0,"2020-03-11 00:00:00","2021-01-28 23:41:53",36.13,1,NULL,NULL,0
156,18523,0,"2020-03-11 00:00:00","2021-01-28 23:41:53",217.35,1,NULL,NULL,2
157,1845,0,"2020-03-11 00:00:00","2021-01-28 23:41:53",221.21,1,NULL,NULL,2
158,63905,0,"2020-03-13 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
159,43313,0,"2020-03-13 00:00:00","2021-01-28 23:41:53",28.8,1,NULL,NULL,0
160,6808,0,"2020-03-13 00:00:00","2021-01-28 23:41:53",43.35,1,NULL,NULL,0
161,22943,0,"2020-03-14 00:00:00","2021-01-28 23:41:53",38.97,1,NULL,NULL,0
162,25173,0,"2020-03-14 00:00:00","2021-01-28 23:41:53",28.8,1,NULL,NULL,0
163,25173,0,"2020-03-14 00:00:00","2021-01-28 23:41:53",28.8,1,NULL,NULL,0
164,111756,0,"2020-03-15 00:00:00","2021-01-28 23:41:53",35.17,1,NULL,NULL,0
165,109048,0,"2020-03-15 00:00:00","2021-01-28 23:41:53",28.8,1,NULL,NULL,0
166,10338,0,"2020-03-15 00:00:00","2021-01-28 23:41:53",184.44,1,NULL,NULL,2
167,25243,0,"2020-03-15 00:00:00","2021-01-28 23:41:53",225.02,1,NULL,NULL,2
168,94985,0,"2020-03-16 00:00:00","2021-01-28 23:41:53",43.99,1,NULL,NULL,0
169,6301,0,"2020-03-16 00:00:00","2021-01-28 23:41:53",36.48,1,NULL,NULL,0
170,1295,0,"2020-03-16 00:00:00","2021-01-28 23:41:53",301.37,1,NULL,NULL,2
171,51865,0,"2020-03-16 00:00:00","2021-01-28 23:41:53",19.12,1,NULL,NULL,0
172,134840,0,"2020-03-16 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
173,31880,0,"2020-03-17 00:00:00","2021-01-28 23:41:53",44.13,1,NULL,NULL,0
174,778,0,"2020-03-17 00:00:00","2021-01-28 23:41:53",219.64,1,NULL,NULL,2
175,100885,0,"2020-03-17 00:00:00","2021-01-28 23:41:53",45.21,1,NULL,NULL,0
176,57432,0,"2020-03-17 00:00:00","2021-01-28 23:41:53",30.68,1,NULL,NULL,0
177,32002,0,"2020-03-17 00:00:00","2021-01-28 23:41:53",28.8,1,NULL,NULL,0
178,16292,0,"2020-03-17 00:00:00","2021-01-28 23:41:53",221.35,1,NULL,NULL,2
179,18816,0,"2020-03-17 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
180,134841,0,"2020-03-17 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
181,22660,0,"2020-03-17 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
182,134842,0,"2020-03-18 00:00:00","2021-01-28 23:41:53",184.44,1,NULL,NULL,2
183,15015,0,"2020-03-18 00:00:00","2021-01-28 23:41:53",223.06,1,NULL,NULL,2
184,108763,0,"2020-03-18 00:00:00","2021-01-28 23:41:53",28.8,1,NULL,NULL,0
185,104986,0,"2020-03-18 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
186,135381,0,"2020-03-18 00:00:00","2021-01-28 23:41:53",28.8,1,NULL,NULL,0
187,6643,0,"2020-03-18 00:00:00","2021-01-28 23:41:53",41.03,1,NULL,NULL,0
188,13169,0,"2020-03-19 00:00:00","2021-01-28 23:41:53",217.42,1,NULL,NULL,2
189,21966,0,"2020-03-19 00:00:00","2021-01-28 23:41:53",31.18,1,NULL,NULL,0
190,28074,0,"2020-03-19 00:00:00","2021-01-28 23:41:53",35.51,1,NULL,NULL,0
191,135298,0,"2020-03-19 00:00:00","2021-01-28 23:41:53",214,1,NULL,NULL,3
192,1562,0,"2020-03-20 00:00:00","2021-01-28 23:41:53",184.44,1,NULL,NULL,2
193,14303,0,"2020-03-20 00:00:00","2021-01-28 23:41:53",27.41,1,NULL,NULL,0
194,2437,0,"2020-03-21 00:00:00","2021-01-28 23:41:53",200.12,1,NULL,NULL,2
195,26051,0,"2020-03-21 00:00:00","2021-01-28 23:41:53",33.95,1,NULL,NULL,0
196,25401,0,"2020-03-21 00:00:00","2021-01-28 23:41:53",40.68,1,NULL,NULL,0
197,9444,0,"2020-03-21 00:00:00","2021-01-28 23:41:53",39.06,1,NULL,NULL,0
198,18240,0,"2020-03-22 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
199,2521,0,"2020-03-22 00:00:00","2021-01-28 23:41:53",240.1,1,NULL,NULL,3
200,22300,0,"2020-03-23 00:00:00","2021-01-28 23:41:53",34.76,1,NULL,NULL,0
201,17885,0,"2020-03-23 00:00:00","2021-01-28 23:41:53",31.18,1,NULL,NULL,0
202,9181,0,"2020-03-24 00:00:00","2021-01-28 23:41:53",196.15,1,NULL,NULL,2
203,12092,0,"2020-03-24 00:00:00","2021-01-28 23:41:53",31.18,1,NULL,NULL,0
204,134798,0,"2020-03-24 00:00:00","2021-01-28 23:41:53",20.09,1,NULL,NULL,0
205,134928,0,"2020-03-24 00:00:00","2021-01-28 23:41:53",43.5,1,NULL,NULL,0
206,109870,0,"2020-03-25 00:00:00","2021-01-28 23:41:53",28.8,1,NULL,NULL,0
207,7100,0,"2020-03-25 00:00:00","2021-01-28 23:41:53",28.8,1,NULL,NULL,0
208,14543,0,"2020-03-25 00:00:00","2021-01-28 23:41:53",43.79,1,NULL,NULL,0
209,1206,0,"2020-03-25 00:00:00","2021-01-28 23:41:53",219.39,1,NULL,NULL,2
210,25199,0,"2020-03-25 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
211,13887,0,"2020-03-25 00:00:00","2021-01-28 23:41:53",219.39,1,NULL,NULL,2
212,1141,0,"2020-03-26 00:00:00","2021-01-28 23:41:53",200.3,1,NULL,NULL,2
213,19018,0,"2020-03-26 00:00:00","2021-01-28 23:41:53",33.28,1,NULL,NULL,0
214,3486,0,"2020-03-26 00:00:00","2021-01-28 23:41:53",183.47,1,NULL,NULL,2
215,19178,0,"2020-03-26 00:00:00","2021-01-28 23:41:53",184.44,1,NULL,NULL,2
216,8569,0,"2020-03-26 00:00:00","2021-01-28 23:41:53",221.5,1,NULL,NULL,2
217,7552,0,"2020-03-26 00:00:00","2021-01-28 23:41:53",221.5,1,NULL,NULL,2
218,13478,0,"2020-03-26 00:00:00","2021-01-28 23:41:53",184.44,1,NULL,NULL,2
219,21028,0,"2020-03-26 00:00:00","2021-01-28 23:41:53",18,1,NULL,NULL,0
220,10131,0,"2020-03-27 00:00:00","2021-01-28 23:41:53",28.8,1,NULL,NULL,0
221,10171,0,"2020-03-27 00:00:00","2021-01-28 23:41:53",212.1,1,NULL,NULL,2
222,10211,0,"2020-03-27 00:00:00","2021-01-28 23:41:53",184.44,1,NULL,NULL,2
223,22247,0,"2020-03-27 00:00:00","2021-01-28 23:41:53",39.06,1,NULL,NULL,0
224,16632,0,"2020-03-28 00:00:00","2021-01-28 23:41:53",184.44,1,NULL,NULL,2
225,34293,0,"2020-03-28 00:00:00","2021-01-28 23:41:53",32.34,1,NULL,NULL,0
226,19979,0,"2020-03-28 00:00:00","2021-01-28 23:41:53",35.01,1,NULL,NULL,0
227,24897,0,"2020-03-29 00:00:00","2021-01-28 23:41:53",38.25,1,NULL,NULL,0
228,31627,0,"2020-03-29 00:00:00","2021-01-28 23:41:53",28.8,1,NULL,NULL,0
229,24246,0,"2020-03-29 00:00:00","2021-01-28 23:41:53",19.48,1,NULL,NULL,0
230,72381,0,"2020-03-29 00:00:00","2021-01-28 23:41:53",31.18,1,NULL,NULL,0
231,2765,0,"2020-03-29 00:00:00","2021-01-28 23:41:53",31.18,1,NULL,NULL,0
232,93899,0,"2020-03-29 00:00:00","2021-01-28 23:41:53",184.44,1,NULL,NULL,2
233,7724,0,"2020-03-29 00:00:00","2021-01-28 23:41:53",184.18,1,NULL,NULL,2
234,2088,0,"2020-03-30 00:00:00","2021-01-28 23:41:53",184.44,1,NULL,NULL,2
235,4035,0,"2020-03-30 00:00:00","2021-01-28 23:41:53",184.71,1,NULL,NULL,2
236,1311,0,"2020-03-30 00:00:00","2021-01-28 23:41:53",203.14,1,NULL,NULL,2
237,23974,0,"2020-03-31 00:00:00","2021-01-28 23:41:53",203.14,1,NULL,NULL,2
238,3321,0,"2020-03-31 00:00:00","2021-01-28 23:41:53",184.44,1,NULL,NULL,2
239,2495,0,"2020-03-31 00:00:00","2021-01-28 23:41:53",184.44,1,NULL,NULL,2
240,99450,0,"2020-03-31 00:00:00","2021-01-28 23:41:53",184.44,1,NULL,NULL,2
241,13435,0,"2020-03-31 00:00:00","2021-01-28 23:41:53",184.44,1,NULL,NULL,2
242,52147,0,"2020-03-31 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
243,6871,0,"2020-03-31 00:00:00","2021-01-28 23:41:53",348,1,NULL,NULL,2
244,4117,0,"2020-04-01 00:00:00","2021-01-28 23:41:53",34.87,1,NULL,NULL,0
245,3236,0,"2020-04-01 00:00:00","2021-01-28 23:41:53",174,1,NULL,NULL,2
246,31723,0,"2020-04-01 00:00:00","2021-01-28 23:41:53",196.43,1,NULL,NULL,2
247,6248,0,"2020-04-01 00:00:00","2021-01-28 23:41:53",184.44,1,NULL,NULL,2
248,13289,0,"2020-04-02 00:00:00","2021-01-28 23:41:53",219.44,1,NULL,NULL,2
249,4004,0,"2020-04-02 00:00:00","2021-01-28 23:41:53",184.44,1,NULL,NULL,2
250,18362,0,"2020-04-02 00:00:00","2021-01-28 23:41:53",202.76,1,NULL,NULL,2
251,23694,0,"2020-04-02 00:00:00","2021-01-28 23:41:53",28.8,1,NULL,NULL,0
252,18222,0,"2020-04-02 00:00:00","2021-01-28 23:41:53",35.55,1,NULL,NULL,0
253,135407,0,"2020-04-02 00:00:00","2021-01-28 23:41:53",221.74,1,NULL,NULL,2
254,10138,0,"2020-04-02 00:00:00","2021-01-28 23:41:53",184.44,1,NULL,NULL,2
255,7015,0,"2020-04-02 00:00:00","2021-01-28 23:41:53",184.44,1,NULL,NULL,2
256,2130,0,"2020-04-02 00:00:00","2021-01-28 23:41:53",184.44,1,NULL,NULL,2
257,2270,0,"2020-04-02 00:00:00","2021-01-28 23:41:53",199.66,1,NULL,NULL,2
258,2428,0,"2020-04-02 00:00:00","2021-01-28 23:41:53",184.44,1,NULL,NULL,2
259,921,0,"2020-04-03 00:00:00","2021-01-28 23:41:53",184.44,1,NULL,NULL,2
260,8875,0,"2020-04-03 00:00:00","2021-01-28 23:41:53",202.76,1,NULL,NULL,2
261,10555,0,"2020-04-03 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
262,1623,0,"2020-04-03 00:00:00","2021-01-28 23:41:53",184.44,1,NULL,NULL,2
263,135384,0,"2020-04-03 00:00:00","2021-01-28 23:41:53",35.18,1,NULL,NULL,0
264,125191,0,"2020-04-03 00:00:00","2021-01-28 23:41:53",36,1,NULL,NULL,0
265,20134,0,"2020-04-03 00:00:00","2021-01-28 23:41:53",43.12,1,NULL,NULL,0
266,4006,0,"2020-04-03 00:00:00","2021-01-28 23:41:53",184.44,1,NULL,NULL,2
267,62446,0,"2020-04-03 00:00:00","2021-01-28 23:41:53",38.97,1,NULL,NULL,0
268,2314,0,"2020-04-03 00:00:00","2021-01-28 23:41:53",219.6,1,NULL,NULL,2
271,11113,0,"2020-04-03 00:00:00","2021-01-28 23:41:53",184.26,1,NULL,NULL,2
272,12971,0,"2020-04-03 00:00:00","2021-01-28 23:41:53",221.34,1,NULL,NULL,2
273,3514,0,"2020-04-03 00:00:00","2021-01-28 23:41:53",184.21,1,NULL,NULL,2
274,30089,0,"2020-04-03 00:00:00","2021-01-28 23:41:53",222.95,1,NULL,NULL,2
275,2303,0,"2020-04-04 00:00:00","2021-01-28 23:41:53",28.78,1,NULL,NULL,0
276,16653,0,"2020-04-04 00:00:00","2021-01-28 23:41:53",195.97,1,NULL,NULL,2
277,6261,0,"2020-04-04 00:00:00","2021-01-28 23:41:53",200.12,1,NULL,NULL,2
278,90821,0,"2020-04-04 00:00:00","2021-01-28 23:41:53",184.44,1,NULL,NULL,2
279,2807,0,"2020-04-04 00:00:00","2021-01-28 23:41:53",184.44,1,NULL,NULL,2
280,27890,0,"2020-04-04 00:00:00","2021-01-28 23:41:53",201.81,1,NULL,NULL,2
281,123487,0,"2020-04-04 00:00:00","2021-01-28 23:41:53",219.6,1,NULL,NULL,2
282,1569,0,"2020-04-04 00:00:00","2021-01-28 23:41:53",195.97,1,NULL,NULL,2
283,986,0,"2020-04-04 00:00:00","2021-01-28 23:41:53",184.44,1,NULL,NULL,2
